id,title,score,popularity,members,favorites,demographics_id,demographics,genresId,genreName,duration,studioId,studioName,rank,rating,source,status,season,scoredBy,producerId,producerName,producerType,episodes,airing,broadcastDay,broadcastTime,broadcastTimezone,airedFrom,airedTo,type
225,"{'type': 'Default', 'title': 'Dragon Ball GT'}",6.47,319,586580,1832,[27],['Shounen'],"[1, 2, 4, 10, 24]","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",24 min per ep,[18],['Toei Animation'],6675,PG-13 - Teens 13 or older,Manga,Finished Airing,winter,399387,[169],['Fuji TV'],['anime'],64,False,Wednesdays,19:00,Asia/Tokyo,1996-02-07T00:00:00+00:00,1997-11-19T00:00:00+00:00,TV
813,"{'type': 'Default', 'title': 'Dragon Ball Z'}",8.16,104,1131904,34610,[27],['Shounen'],"[1, 2, 4, 10]","['Action', 'Adventure', 'Comedy', 'Fantasy']",24 min per ep,[18],['Toei Animation'],387,PG-13 - Teens 13 or older,Manga,Finished Airing,spring,786837,[169],['Fuji TV'],['anime'],291,False,Wednesdays,19:00,Asia/Tokyo,1989-04-26T00:00:00+00:00,1996-01-31T00:00:00+00:00,TV
9330,"{'type': 'Default', 'title': 'Dragon Crisis!'}",6.64,1235,166074,278,[42],['Seinen'],"[1, 22, 37]","['Action', 'Romance', 'Supernatural']",23 min per ep,[37],['Studio Deen'],5706,PG-13 - Teens 13 or older,Light novel,Finished Airing,winter,85591,"[76, 92, 158, 315, 1365]","['Yomiuri Telecasting', 'Starchild Records', 'Kids Station', 'DAX Production', 'Shueisha']","['anime', 'anime', 'anime', 'anime', 'anime']",12,False,Mondays,01:30,Asia/Tokyo,2011-01-11T00:00:00+00:00,2011-03-29T00:00:00+00:00,TV
28121,"{'type': 'Default', 'title': 'Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka'}",7.56,71,1400880,11185,[],[],"[1, 2, 10]","['Action', 'Adventure', 'Fantasy']",24 min per ep,[7],['J.C.Staff'],1478,PG-13 - Teens 13 or older,Light novel,Finished Airing,spring,882647,"[79, 166, 415, 460, 621, 777, 963, 1590]","['Genco', 'Movic', 'Warner Bros. Japan', 'KlockWorx', 'SoftBank Creative', 'Showgate', 'MAGES.', 'FuRyu']","['anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime']",13,False,Saturdays,01:05,Asia/Tokyo,2015-04-04T00:00:00+00:00,2015-06-27T00:00:00+00:00,TV
30191,"{'type': 'Default', 'title': 'Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou'}",7.68,2411,63486,52,[],[],"[1, 7, 37]","['Action', 'Mystery', 'Supernatural']",23 min,[1119],['Shuka'],1176,R - 17+ (violence & profanity),Light novel,Finished Airing,,27202,[],[],[],1,False,,,,2015-07-22T00:00:00+00:00,,Special
226,"{'type': 'Default', 'title': 'Elfen Lied'}",7.49,69,1418438,23029,[42],['Seinen'],"[1, 8, 14, 22, 37]","['Action', 'Drama', 'Horror', 'Romance', 'Supernatural']",25 min per ep,[38],['Arms'],1735,R+ - Mild Nudity,Manga,Finished Airing,summer,830778,"[29, 79, 2282]","['VAP', 'Genco', 'Studio Guts']","['anime', 'anime', 'anime']",13,False,Sundays,22:30,Asia/Tokyo,2004-07-25T00:00:00+00:00,2004-10-17T00:00:00+00:00,TV
6702,"{'type': 'Default', 'title': 'Fairy Tail'}",7.58,48,1625914,44647,[27],['Shounen'],"[1, 2, 10]","['Action', 'Adventure', 'Fantasy']",24 min per ep,"[41, 56]","['Satelight', 'A-1 Pictures']",1431,PG-13 - Teens 13 or older,Manga,Finished Airing,fall,956419,"[16, 53, 144, 159, 315, 765]","['TV Tokyo', 'Dentsu', 'Pony Canyon', 'Kodansha', 'DAX Production', 'Sakura Create']","['anime', 'anime', 'anime', 'anime', 'anime', 'anime']",175,False,Saturdays,10:30,Asia/Tokyo,2009-10-12T00:00:00+00:00,2013-03-30T00:00:00+00:00,TV
22043,"{'type': 'Default', 'title': 'Fairy Tail (2014)'}",7.66,150,915348,11605,[27],['Shounen'],"[1, 2, 10]","['Action', 'Adventure', 'Fantasy']",24 min per ep,"[56, 397]","['A-1 Pictures', 'Bridge']",1217,PG-13 - Teens 13 or older,Manga,Finished Airing,spring,518386,"[16, 53]","['TV Tokyo', 'Dentsu']","['anime', 'anime']",102,False,Saturdays,10:30,Asia/Tokyo,2014-04-05T00:00:00+00:00,2016-03-26T00:00:00+00:00,TV
356,"{'type': 'Default', 'title': 'Fate/stay night'}",7.28,155,886815,7067,[],[],"[1, 10, 22, 37]","['Action', 'Fantasy', 'Romance', 'Supernatural']",24 min per ep,[37],['Studio Deen'],2634,R - 17+ (violence & profanity),Visual novel,Finished Airing,winter,489206,"[31, 61, 145, 460, 703]","['Geneon Universal Entertainment', 'Frontier Works', 'TBS', 'KlockWorx', 'Notes']","['anime', 'anime', 'anime', 'anime', 'anime']",24,False,Saturdays,01:30,Asia/Tokyo,2006-01-07T00:00:00+00:00,2006-06-17T00:00:00+00:00,TV
22297,"{'type': 'Default', 'title': 'Fate/stay night: Unlimited Blade Works'}",8.19,133,982004,15580,[],[],"[1, 10, 37]","['Action', 'Fantasy', 'Supernatural']",28 min per ep,[43],['ufotable'],358,R - 17+ (violence & profanity),Visual novel,Finished Airing,fall,624705,"[17, 703]","['Aniplex', 'Notes']","['anime', 'anime']",12,False,Sundays,00:00,Asia/Tokyo,2014-10-12T00:00:00+00:00,2014-12-28T00:00:00+00:00,TV
28701,"{'type': 'Default', 'title': 'Fate/stay night: Unlimited Blade Works 2nd Season'}",8.32,192,790897,8864,[],[],"[1, 10, 37]","['Action', 'Fantasy', 'Supernatural']",24 min per ep,[43],['ufotable'],216,R - 17+ (violence & profanity),Visual novel,Finished Airing,spring,524318,"[17, 703]","['Aniplex', 'Notes']","['anime', 'anime']",13,False,Sundays,00:00,Asia/Tokyo,2015-04-05T00:00:00+00:00,2015-06-28T00:00:00+00:00,TV
10087,"{'type': 'Default', 'title': 'Fate/Zero'}",8.28,72,1396541,32596,[],[],"[1, 10, 37]","['Action', 'Fantasy', 'Supernatural']",28 min per ep,[43],['ufotable'],258,R - 17+ (violence & profanity),Light novel,Finished Airing,fall,804442,"[17, 459, 701, 703]","['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes']","['anime', 'anime', 'anime', 'anime']",13,False,Sundays,00:00,Asia/Tokyo,2011-10-02T00:00:00+00:00,2011-12-25T00:00:00+00:00,TV
11741,"{'type': 'Default', 'title': 'Fate/Zero 2nd Season'}",8.56,123,1037116,19761,[],[],"[1, 10, 37]","['Action', 'Fantasy', 'Supernatural']",24 min per ep,[43],['ufotable'],94,R - 17+ (violence & profanity),Light novel,Finished Airing,spring,663060,"[17, 459, 701, 703]","['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes']","['anime', 'anime', 'anime', 'anime']",12,False,Sundays,00:00,Asia/Tokyo,2012-04-08T00:00:00+00:00,2012-06-24T00:00:00+00:00,TV
227,"{'type': 'Default', 'title': 'FLCL'}",8.02,215,754218,27651,[],[],"[1, 5, 4, 24]","['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']",25 min per ep,"[6, 10]","['Gainax', 'Production I.G']",551,PG-13 - Teens 13 or older,Original,Finished Airing,,404074,"[92, 721]","['Starchild Records', 'GANSIS']","['anime', 'anime']",6,False,,,,2000-04-26T00:00:00+00:00,2001-03-16T00:00:00+00:00,OVA
121,"{'type': 'Default', 'title': 'Fullmetal Alchemist'}",8.12,74,1384543,25011,[27],['Shounen'],"[1, 2, 8, 10]","['Action', 'Adventure', 'Drama', 'Fantasy']",24 min per ep,[4],['Bones'],425,R - 17+ (violence & profanity),Manga,Finished Airing,fall,848471,"[17, 53, 58, 143]","['Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting System']","['anime', 'anime', 'anime', 'anime']",51,False,Saturdays,18:00,Asia/Tokyo,2003-10-04T00:00:00+00:00,2004-10-02T00:00:00+00:00,TV
5114,"{'type': 'Default', 'title': 'Fullmetal Alchemist: Brotherhood'}",9.12,3,3022611,210147,[27],['Shounen'],"[1, 2, 8, 10]","['Action', 'Adventure', 'Drama', 'Fantasy']",24 min per ep,[4],['Bones'],1,R - 17+ (violence & profanity),Manga,Finished Airing,spring,1929086,"[17, 58, 143, 1155]","['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Studio Moriken']","['anime', 'anime', 'anime', 'anime']",64,False,Sundays,17:00,Asia/Tokyo,2009-04-05T00:00:00+00:00,2010-07-04T00:00:00+00:00,TV
24765,"{'type': 'Default', 'title': 'Gakkougurashi!'}",7.62,460,418308,5137,[],[],"[14, 7, 36, 41]","['Horror', 'Mystery', 'Slice of Life', 'Suspense']",24 min per ep,[456],['Lerche'],1332,R - 17+ (violence & profanity),Manga,Finished Airing,summer,204220,"[64, 459, 1113]","['Sotsu', 'Nitroplus', 'NBCUniversal Entertainment Japan']","['anime', 'anime', 'anime']",12,False,Thursdays,21:30,Asia/Tokyo,2015-07-09T00:00:00+00:00,2015-09-24T00:00:00+00:00,TV
34280,"{'type': 'Default', 'title': 'Gamers!'}",6.78,304,601897,2077,[],[],"[4, 22]","['Comedy', 'Romance']",24 min per ep,[1295],['Pine Jam'],4985,PG-13 - Teens 13 or older,Light novel,Finished Airing,summer,347295,"[15, 61, 64, 113, 238, 1113, 1211, 1331, 1336, 1416]","['Sony Pictures Entertainment', 'Frontier Works', 'Sotsu', 'Kadokawa Shoten', 'AT-X', 'NBCUniversal Entertainment Japan', 'Tokyo MX', 'i0+', 'Chugai Mining', 'BS11']","['anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime']",12,False,Thursdays,21:00,Asia/Tokyo,2017-07-13T00:00:00+00:00,2017-09-28T00:00:00+00:00,TV
25183,"{'type': 'Default', 'title': 'Gangsta.'}",7.4,352,535157,3479,[42],['Seinen'],"[1, 8]","['Action', 'Drama']",23 min per ep,[32],['Manglobe'],2077,R - 17+ (violence & profanity),Manga,Finished Airing,summer,262408,"[23, 61, 104, 315, 1211]","['Bandai Visual', 'Frontier Works', 'Lantis', 'DAX Production', 'Tokyo MX']","['anime', 'anime', 'anime', 'anime', 'anime']",12,False,Thursdays,02:44,Asia/Tokyo,2015-07-02T00:00:00+00:00,2015-09-24T00:00:00+00:00,TV
918,"{'type': 'Default', 'title': 'Gintama'}",8.94,138,976501,56112,[27],['Shounen'],"[1, 4, 24]","['Action', 'Comedy', 'Sci-Fi']",24 min per ep,[14],['Sunrise'],17,PG-13 - Teens 13 or older,Manga,Finished Airing,spring,368777,"[16, 17, 53, 643, 645, 763, 1365]","['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Audio Highs', 'Miracle Robo', 'Shueisha']","['anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime']",201,False,Thursdays,18:00,Asia/Tokyo,2006-04-04T00:00:00+00:00,2010-03-25T00:00:00+00:00,TV
28977,"{'type': 'Default', 'title': 'Gintama°'}",9.07,337,564211,15231,[27],['Shounen'],"[1, 4, 24]","['Action', 'Comedy', 'Sci-Fi']",24 min per ep,[1258],['Bandai Namco Pictures'],5,PG-13 - Teens 13 or older,Manga,Finished Airing,spring,226836,"[16, 17, 53]","['TV Tokyo', 'Aniplex', 'Dentsu']","['anime', 'anime', 'anime']",51,False,Wednesdays,18:00,Asia/Tokyo,2015-04-08T00:00:00+00:00,2016-03-30T00:00:00+00:00,TV
23079,"{'type': 'Default', 'title': 'Glasslip'}",5.42,1275,160154,219,[],[],"[22, 37]","['Romance', 'Supernatural']",23 min per ep,[132],['P.A. Works'],11576,PG-13 - Teens 13 or older,Original,Finished Airing,summer,79144,"[64, 104, 144, 777, 1386]","['Sotsu', 'Lantis', 'Pony Canyon', 'Showgate', 'Infinite']","['anime', 'anime', 'anime', 'anime', 'anime']",13,False,Thursdays,22:30,Asia/Tokyo,2014-07-03T00:00:00+00:00,2014-09-25T00:00:00+00:00,TV
27631,"{'type': 'Default', 'title': 'God Eater'}",7.21,364,516125,1877,[],[],"[1, 10, 24]","['Action', 'Fantasy', 'Sci-Fi']",23 min per ep,[43],['ufotable'],2942,R - 17+ (violence & profanity),Game,Finished Airing,summer,243034,"[23, 104, 1510]","['Bandai Visual', 'Lantis', 'Anime Consortium Japan']","['anime', 'anime', 'anime']",13,False,Sundays,22:30,Asia/Tokyo,2015-07-12T00:00:00+00:00,2016-03-26T00:00:00+00:00,TV
17895,"{'type': 'Default', 'title': 'Golden Time'}",7.74,146,941716,12191,[],[],"[4, 8, 22]","['Comedy', 'Drama', 'Romance']",24 min per ep,[7],['J.C.Staff'],1038,PG-13 - Teens 13 or older,Light novel,Finished Airing,fall,503514,"[79, 92]","['Genco', 'Starchild Records']","['anime', 'anime']",24,False,Fridays,02:35,Asia/Tokyo,2013-10-04T00:00:00+00:00,2014-03-28T00:00:00+00:00,TV
40052,"{'type': 'Default', 'title': 'Great Pretender'}",8.25,328,571927,9072,[],[],"[1, 2, 7]","['Action', 'Adventure', 'Mystery']",23 min per ep,[858],['Wit Studio'],290,R - 17+ (violence & profanity),Original,Finished Airing,summer,277870,"[10, 169, 843, 1143, 1488]","['Production I.G', 'Fuji TV', 'BS Fuji', 'TOHO animation', 'Hakuhodo DY Media Partners']","['anime', 'anime', 'anime', 'anime', 'anime']",23,False,Thursdays,00:55,Asia/Tokyo,2020-07-09T00:00:00+00:00,2020-12-17T00:00:00+00:00,TV
267,"{'type': 'Default', 'title': 'Gungrave'}",7.83,1158,177939,2294,[],[],"[1, 8, 24]","['Action', 'Drama', 'Sci-Fi']",25 min per ep,[11],['Madhouse'],849,R - 17+ (violence & profanity),Game,Finished Airing,fall,66314,[577],['Tohokushinsha Film Corporation'],['anime'],26,False,Tuesdays,01:30,Asia/Tokyo,2003-10-07T00:00:00+00:00,2004-03-30T00:00:00+00:00,TV
31859,"{'type': 'Default', 'title': 'Hai to Gensou no Grimgar'}",7.65,254,671824,5724,[],[],"[1, 2, 8, 10]","['Action', 'Adventure', 'Drama', 'Fantasy']",24 min per ep,[56],['A-1 Pictures'],1248,PG-13 - Teens 13 or older,Light novel,Finished Airing,winter,351379,[1143],['TOHO animation'],['anime'],12,False,Mondays,00:30,Asia/Tokyo,2016-01-11T00:00:00+00:00,2016-03-28T00:00:00+00:00,TV
15809,"{'type': 'Default', 'title': 'Hataraku Maou-sama!'}",7.77,66,1438375,10873,[],[],"[4, 10]","['Comedy', 'Fantasy']",24 min per ep,[314],['White Fox'],972,PG-13 - Teens 13 or older,Light novel,Finished Airing,spring,892416,"[64, 104, 144, 306, 460, 681, 777, 1386]","['Sotsu', 'Lantis', 'Pony Canyon', 'Magic Capsule', 'KlockWorx', 'ASCII Media Works', 'Showgate', 'Infinite']","['anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime']",13,False,Thursdays,22:00,Asia/Tokyo,2013-04-04T00:00:00+00:00,2013-06-27T00:00:00+00:00,TV
777,"{'type': 'Default', 'title': 'Hellsing Ultimate'}",8.36,170,850229,20147,[42],['Seinen'],"[1, 14, 37]","['Action', 'Horror', 'Supernatural']",49 min per ep,"[11, 41, 894]","['Madhouse', 'Satelight', 'Graphinica']",193,R - 17+ (violence & profanity),Manga,Finished Airing,,444732,"[31, 549, 1553]","['Geneon Universal Entertainment', 'StudioRF Inc.', 'Shounen Gahousha']","['anime', 'anime', 'anime']",10,False,,,,2006-02-10T00:00:00+00:00,2012-12-26T00:00:00+00:00,OVA
5060,"{'type': 'Default', 'title': 'Hetalia Axis Powers'}",7.28,844,247034,4260,[],[],[4],['Comedy'],5 min per ep,[37],['Studio Deen'],2606,PG-13 - Teens 13 or older,Web manga,Finished Airing,,123612,"[61, 315]","['Frontier Works', 'DAX Production']","['anime', 'anime']",52,False,,,,2009-01-24T00:00:00+00:00,2010-03-05T00:00:00+00:00,ONA
11617,"{'type': 'Default', 'title': 'High School DxD'}",7.34,81,1313762,21363,[],[],"[4, 22, 9]","['Comedy', 'Romance', 'Ecchi']",24 min per ep,[120],['TNK'],2329,R+ - Mild Nudity,Light novel,Finished Airing,winter,840136,"[79, 104, 238, 753, 777, 1175, 1664]","['Genco', 'Lantis', 'AT-X', 'PRA', 'Showgate', 'Atelier Musa', 'Fujimi Shobo']","['anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime']",12,False,Fridays,11:00,Asia/Tokyo,2012-01-06T00:00:00+00:00,2012-03-23T00:00:00+00:00,TV
8074,"{'type': 'Default', 'title': 'Highschool of the Dead'}",7.08,73,1395737,9595,[27],['Shounen'],"[1, 14, 37, 9]","['Action', 'Horror', 'Supernatural', 'Ecchi']",24 min per ep,[11],['Madhouse'],3622,R+ - Mild Nudity,Manga,Finished Airing,summer,885534,"[31, 238, 777]","['Geneon Universal Entertainment', 'AT-X', 'Showgate']","['anime', 'anime', 'anime']",12,False,Mondays,11:30,Asia/Tokyo,2010-07-05T00:00:00+00:00,2010-09-20T00:00:00+00:00,TV
934,"{'type': 'Default', 'title': 'Higurashi no Naku Koro ni'}",7.89,213,756787,20263,[],[],"[14, 7, 37, 41]","['Horror', 'Mystery', 'Supernatural', 'Suspense']",24 min per ep,[37],['Studio Deen'],745,R - 17+ (violence & profanity),Visual novel,Finished Airing,spring,373060,"[31, 61, 64, 315]","['Geneon Universal Entertainment', 'Frontier Works', 'Sotsu', 'DAX Production']","['anime', 'anime', 'anime', 'anime']",26,False,Wednesdays,01:30,Asia/Tokyo,2006-04-05T00:00:00+00:00,2006-09-27T00:00:00+00:00,TV
2390,"{'type': 'Default', 'title': 'Hoshi no Kirby'}",6.86,3606,30146,280,[],[],"[1, 2, 4, 10]","['Action', 'Adventure', 'Comedy', 'Fantasy']",24 min per ep,[629],['Studio Sign'],4582,PG - Children,Game,Finished Airing,fall,15390,"[146, 503]","['CBC Television', 'Nintendo']","['anime', 'anime']",100,False,Saturdays,19:30,Asia/Tokyo,2001-10-06T00:00:00+00:00,2003-09-27T00:00:00+00:00,TV
11061,"{'type': 'Default', 'title': 'Hunter x Hunter (2011)'}",9.04,10,2504817,191396,[27],['Shounen'],"[1, 2, 10]","['Action', 'Adventure', 'Fantasy']",23 min per ep,[11],['Madhouse'],10,PG-13 - Teens 13 or older,Manga,Finished Airing,fall,1564118,"[29, 1003, 1365]","['VAP', 'Nippon Television Network', 'Shueisha']","['anime', 'anime', 'anime']",148,False,Sundays,10:55,Asia/Tokyo,2011-10-02T00:00:00+00:00,2014-09-24T00:00:00+00:00,TV
12189,"{'type': 'Default', 'title': 'Hyouka'}",8.08,87,1257737,25612,[],[],"[7, 36]","['Mystery', 'Slice of Life']",25 min per ep,[2],['Kyoto Animation'],478,PG-13 - Teens 13 or older,Novel,Finished Airing,spring,592202,"[104, 113, 460, 665, 929]","['Lantis', 'Kadokawa Shoten', 'KlockWorx', 'chara-ani.com', 'Animation Do']","['anime', 'anime', 'anime', 'anime', 'anime']",22,False,Mondays,00:00,Asia/Tokyo,2012-04-23T00:00:00+00:00,2012-09-17T00:00:00+00:00,TV
7088,"{'type': 'Default', 'title': 'Ichiban Ushiro no Daimaou'}",6.76,390,488850,1174,[],[],"[1, 4, 10, 9]","['Action', 'Comedy', 'Fantasy', 'Ecchi']",23 min per ep,[8],['Artland'],5061,R+ - Mild Nudity,Light novel,Finished Airing,spring,286627,"[82, 547, 711]","['Marvelous', 'Hobby Japan', 'Delfi Sound']","['anime', 'anime', 'anime']",12,False,,,,2010-04-03T00:00:00+00:00,2010-06-19T00:00:00+00:00,TV
160,"{'type': 'Default', 'title': 'Ima, Soko ni Iru Boku'}",7.62,1482,130148,1107,[],[],"[2, 8, 10, 24]","['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",25 min per ep,[48],['AIC'],1323,R - 17+ (violence & profanity),Original,Finished Airing,fall,39259,"[123, 204, 211]","['Victor Entertainment', 'Pioneer LDC', 'Rakuonsha']","['anime', 'anime', 'anime']",13,False,Thursdays,19:00,Asia/Tokyo,1999-10-14T00:00:00+00:00,2000-01-20T00:00:00+00:00,TV
34542,"{'type': 'Default', 'title': 'Inuyashiki'}",7.65,322,584614,3505,[42],['Seinen'],"[1, 8, 24]","['Action', 'Drama', 'Sci-Fi']",22 min per ep,[569],['MAPPA'],1251,R - 17+ (violence & profanity),Manga,Finished Airing,fall,285900,"[17, 53, 159, 169, 1671]","['Aniplex', 'Dentsu', 'Kodansha', 'Fuji TV', 'DMM pictures']","['anime', 'anime', 'anime', 'anime', 'anime']",11,False,Fridays,00:55,Asia/Tokyo,2017-10-13T00:00:00+00:00,2017-12-22T00:00:00+00:00,TV
9041,"{'type': 'Default', 'title': 'IS: Infinite Stratos'}",6.64,305,601448,2232,[],[],"[1, 4, 24, 9]","['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",24 min per ep,[441],['8bit'],5719,PG-13 - Teens 13 or older,Light novel,Finished Airing,winter,346396,"[104, 108, 145, 737, 765]","['Lantis', 'Media Factory', 'TBS', 'Sony Music Communications', 'Sakura Create']","['anime', 'anime', 'anime', 'anime', 'anime']",12,False,Fridays,01:25,Asia/Tokyo,2011-01-07T00:00:00+00:00,2011-04-01T00:00:00+00:00,TV
18247,"{'type': 'Default', 'title': 'IS: Infinite Stratos 2'}",6.47,533,368945,507,[],[],"[1, 4, 24, 9]","['Action', 'Comedy', 'Sci-Fi', 'Ecchi']",24 min per ep,[441],['8bit'],6657,PG-13 - Teens 13 or older,Light novel,Finished Airing,fall,217136,"[104, 145, 737, 1443]","['Lantis', 'TBS', 'Sony Music Communications', 'Overlap']","['anime', 'anime', 'anime', 'anime']",12,False,Fridays,01:58,Asia/Tokyo,2013-10-04T00:00:00+00:00,2013-12-20T00:00:00+00:00,TV
9750,"{'type': 'Default', 'title': 'Itsuka Tenma no Kuro Usagi'}",6.53,1512,127457,212,[],[],"[4, 22, 37, 9]","['Comedy', 'Romance', 'Supernatural', 'Ecchi']",24 min per ep,[218],['Zexcs'],6341,R+ - Mild Nudity,Light novel,Finished Airing,summer,57161,"[61, 113, 238, 352, 460]","['Frontier Works', 'Kadokawa Shoten', 'AT-X', 'Kadokawa Pictures Japan', 'KlockWorx']","['anime', 'anime', 'anime', 'anime', 'anime']",12,False,Saturdays,01:05,Asia/Tokyo,2011-07-09T00:00:00+00:00,2011-09-24T00:00:00+00:00,TV
29785,"{'type': 'Default', 'title': 'Jitsu wa Watashi wa'}",6.86,836,248754,519,[27],['Shounen'],"[4, 10, 22]","['Comedy', 'Fantasy', 'Romance']",23 min per ep,[73],['TMS Entertainment'],4605,PG-13 - Teens 13 or older,Manga,Finished Airing,summer,119487,"[16, 64, 135, 144, 238, 315, 517, 1079, 1373, 2174]","['TV Tokyo', 'Sotsu', 'MediaNet', 'Pony Canyon', 'AT-X', 'DAX Production', 'Asmik Ace', '3xCube', 'Akita Shoten', 'TMS Music']","['anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime']",13,False,Tuesdays,01:35,Asia/Tokyo,2015-07-07T00:00:00+00:00,2015-09-29T00:00:00+00:00,TV
14719,"{'type': 'Default', 'title': 'JoJo no Kimyou na Bouken (TV)'}",7.9,64,1483337,34508,[27],['Shounen'],"[1, 2, 37]","['Action', 'Adventure', 'Supernatural']",24 min per ep,[287],['David Production'],724,R - 17+ (violence & profanity),Manga,Finished Airing,fall,959958,"[127, 415, 437, 460, 1365]","['Yomiko Advertising', 'Warner Bros. Japan', 'Kamikaze Douga', 'KlockWorx', 'Shueisha']","['anime', 'anime', 'anime', 'anime', 'anime']",26,False,Saturdays,00:30,Asia/Tokyo,2012-10-06T00:00:00+00:00,2013-04-06T00:00:00+00:00,TV
40748,"{'type': 'Default', 'title': 'Jujutsu Kaisen'}",8.66,21,2039323,76204,[27],['Shounen'],"[1, 46, 10]","['Action', 'Award Winning', 'Fantasy']",23 min per ep,[569],['MAPPA'],65,R - 17+ (violence & profanity),Manga,Finished Airing,fall,1331865,"[143, 1143, 1365, 1856, 2260]","['Mainichi Broadcasting System', 'TOHO animation', 'Shueisha', 'dugout', 'Sumzap']","['anime', 'anime', 'anime', 'anime', 'anime']",24,False,Saturdays,01:25,Asia/Tokyo,2020-10-03T00:00:00+00:00,2021-03-27T00:00:00+00:00,TV
14467,"{'type': 'Default', 'title': 'K'}",7.44,233,718953,6521,[],[],"[1, 7, 37]","['Action', 'Mystery', 'Supernatural']",24 min per ep,[309],['GoHands'],1901,PG-13 - Teens 13 or older,Original,Finished Airing,fall,364414,"[92, 143, 460]","['Starchild Records', 'Mainichi Broadcasting System', 'KlockWorx']","['anime', 'anime', 'anime']",13,False,,,,2012-10-05T00:00:00+00:00,2012-12-28T00:00:00+00:00,TV
16904,"{'type': 'Default', 'title': 'K: Missing Kings'}",7.64,863,242180,609,[],[],"[1, 37]","['Action', 'Supernatural']",1 hr 13 min,[309],['GoHands'],1273,PG-13 - Teens 13 or older,Original,Finished Airing,,118266,"[92, 143, 460, 1255]","['Starchild Records', 'Mainichi Broadcasting System', 'KlockWorx', 'Glovision']","['anime', 'anime', 'anime', 'anime']",1,False,,,,2014-07-12T00:00:00+00:00,,Movie
27991,"{'type': 'Default', 'title': 'K: Return of Kings'}",7.57,654,312140,1163,[],[],"[1, 37]","['Action', 'Supernatural']",24 min per ep,[309],['GoHands'],1458,PG-13 - Teens 13 or older,Original,Finished Airing,fall,148852,"[92, 143, 210, 1255]","['Starchild Records', 'Mainichi Broadcasting System', 'Studio Tulip', 'Glovision']","['anime', 'anime', 'anime', 'anime']",13,False,Saturdays,01:55,Asia/Tokyo,2015-10-03T00:00:00+00:00,2015-12-26T00:00:00+00:00,TV
37999,"{'type': 'Default', 'title': 'Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen'}",8.41,57,1522180,35799,[42],['Seinen'],[4],['Comedy'],25 min per ep,[56],['A-1 Pictures'],163,PG-13 - Teens 13 or older,Manga,Finished Airing,winter,967703,"[17, 143, 306, 1365, 1501]","['Aniplex', 'Mainichi Broadcasting System', 'Magic Capsule', 'Shueisha', 'JR East Marketing & Communications']","['anime', 'anime', 'anime', 'anime', 'anime']",12,False,Saturdays,23:30,Asia/Tokyo,2019-01-12T00:00:00+00:00,2019-03-30T00:00:00+00:00,TV
34933,"{'type': 'Default', 'title': 'Kakegurui'}",7.25,77,1337938,10232,[27],['Shounen'],"[8, 7]","['Drama', 'Mystery']",24 min per ep,[569],['MAPPA'],2773,R - 17+ (violence & profanity),Manga,Finished Airing,summer,829935,"[53, 58, 143, 166, 460, 1039, 1185, 1284, 1590]","['Dentsu', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'KlockWorx', 'DIVE II Entertainment', '81 Produce', 'Avex Pictures', 'FuRyu']","['anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime', 'anime']",12,False,Saturdays,22:00,Asia/Tokyo,2017-07-01T00:00:00+00:00,2017-09-23T00:00:00+00:00,TV
16706,"{'type': 'Default', 'title': 'Kami nomi zo Shiru Sekai: Megami-hen'}",8.01,626,324310,1998,[27],['Shounen'],"[4, 22, 37]","['Comedy', 'Romance', 'Supernatural']",24 min per ep,[32],['Manglobe'],571,PG-13 - Teens 13 or older,Manga,Finished Airing,summer,184648,"[16, 31, 1430, 2135]","['TV Tokyo', 'Geneon Universal Entertainment', 'Shogakukan', 'Imagine']","['anime', 'anime', 'anime', 'anime']",12,False,Tuesdays,01:35,Asia/Tokyo,2013-07-09T00:00:00+00:00,2013-09-24T00:00:00+00:00,TV
